gene	mean	lfc	p	padj	group1	group2	contrast	isDE
NonamEVm002995	443.3544882641248	1.0589798394659917	7.040734269081584e-4	0.002194491537852956	long	short	long_short	TRUE
NonamEVm006014	1154.7630652884043	0.8473728801575441	7.047602794084029e-4	0.0021959407194664846	long	short	long_short	TRUE
NonamEVm007696	423.0393958028468	1.2131936754678483	7.08031028113165e-4	0.0022054375367352476	long	short	long_short	TRUE
NonamEVm008085	96.41338165369659	1.2833237808079603	7.141947197902568e-4	0.002223936736011448	long	short	long_short	TRUE
NonamEVm002343	119.0679409466617	-1.4139408325273328	7.148189491371805e-4	0.002225180346228858	long	short	long_short	TRUE
NonamEVm006688	123.01324978754052	1.3421297161223658	7.163153598402116e-4	0.0022291373587983443	long	short	long_short	TRUE
NonamEVm002927	92.4744410221996	1.2085645515291312	7.202903260034954e-4	0.002240802598594967	long	short	long_short	TRUE
NonamEVm008549	4.269022412361819	-5.407628167508418	7.259624988551849e-4	0.002257738808507514	long	short	long_short	TRUE
NonamEVm006344	113.30735790284751	1.3271940614913331	7.273940761213455e-4	0.0022614802944696307	long	short	long_short	TRUE
NonamEVm004299	2119.575182424161	0.7956056474073979	7.339927093750927e-4	0.002281278847982386	long	short	long_short	TRUE
NonamEVm009196	17.49123288434652	-2.0232388139128292	7.343637009341304e-4	0.002281715285539766	long	short	long_short	TRUE
NonamEVm001097	77.64793732191313	-1.2908782372910452	7.405227642841672e-4	0.0023001297160565345	long	short	long_short	TRUE
NonamEVm003885	158.77296216973295	-0.9785698064969637	7.416727666735347e-4	0.002302978882648666	long	short	long_short	TRUE
NonamEVm001630	451.3368536394604	-1.1970580302572023	7.434953159190611e-4	0.0023079139417613013	long	short	long_short	TRUE
NonamEVm008883	519.2784534869903	1.3622484213322208	7.495363420236756e-4	0.0023259365445802115	long	short	long_short	TRUE
NonamEVm003264	181.0931856899397	1.0912395320371313	7.506206570581867e-4	0.0023285711668488453	long	short	long_short	TRUE
NonamEVm000513	274.81743196488486	-1.1127024316184648	7.514571039382859e-4	0.0023304354436143146	long	short	long_short	TRUE
NonamEVm002322	94.14168481986007	1.1994051246732138	7.537176581061474e-4	0.002336713641797755	long	short	long_short	TRUE
NonamEVm008483	275.38647680040305	1.2859409867321128	7.546076096153197e-4	0.00233874002654344	long	short	long_short	TRUE
NonamEVm009364	490.35010850790934	-1.1260126457826094	7.586339815212822e-4	0.0023504827429976856	long	short	long_short	TRUE
NonamEVm003883	580.5052901279203	-1.0666670963706306	7.599247858460612e-4	0.002353745126989866	long	short	long_short	TRUE
NonamEVm009274	199.0554730549267	1.1324493658037136	7.621318615630212e-4	0.0023598425851150367	long	short	long_short	TRUE
NonamEVm005595	118.55257017937504	1.0431929542248164	7.632616442474389e-4	0.0023626015738106524	long	short	long_short	TRUE
NonamEVm006945	199.324693406951	1.7503691169289286	7.637593649668313e-4	0.002363402963011808	long	short	long_short	TRUE
NonamEVm007898	135.79223866487777	1.238031431879394	7.64870587936356e-4	0.0023661016999744233	long	short	long_short	TRUE
NonamEVm004209	1297.5661530149125	1.069079504957429	7.716342483189864e-4	0.0023862789129264653	long	short	long_short	TRUE
NonamEVm008800	302.80203905940544	1.0934795263568247	7.72577660986311e-4	0.002388450025967052	long	short	long_short	TRUE
NonamEVm003312	46.32653915005499	-1.3719249380966512	7.739578588719762e-4	0.0023919696975006483	long	short	long_short	TRUE
NonamEVm001522	59.19202790599637	-1.536615670582288	7.754429951762525e-4	0.002395707249117199	long	short	long_short	TRUE
NonamEVm006925	591.2406974954376	0.8456768140408244	7.756513769372985e-4	0.002395707249117199	long	short	long_short	TRUE
NonamEVm010507	498.6791619626253	1.0347818225101437	7.767594532797828e-4	0.0023983811387384493	long	short	long_short	TRUE
NonamEVm006318	207.07549473747613	1.268138172525845	7.794294510098858e-4	0.0024058745624434903	long	short	long_short	TRUE
NonamEVm010039	400.8651317158443	1.3120917921358188	7.79916745141677e-4	0.0024066280355229297	long	short	long_short	TRUE
NonamEVm002642	176.9587348340814	-1.2607196975208645	7.838162959209442e-4	0.0024179071273172266	long	short	long_short	TRUE
NonamEVm003355	114.28507133433475	-1.5470453839152816	7.84066949750854e-4	0.00241792662347599	long	short	long_short	TRUE
NonamEVm007042	182.9552191024316	1.2955084496825662	7.857392505866146e-4	0.0024223288547679557	long	short	long_short	TRUE
NonamEVm000846	426.46840679799726	-0.794764755600628	7.867263648035349e-4	0.0024246166633745815	long	short	long_short	TRUE
NonamEVm000855	563.0931430059544	-1.053739804578095	7.878524777504424e-4	0.0024273312950866682	long	short	long_short	TRUE
NonamEVm009169	122.49102567002129	1.328117204038007	7.895983856576012e-4	0.002431894065286941	long	short	long_short	TRUE
NonamEVm008982	192.64466974856555	1.180199354232593	7.898249318747199e-4	0.002431894065286941	long	short	long_short	TRUE
NonamEVm009605	18.205719969426465	-2.5780483963026106	7.915610201504611e-4	0.0024364814480276713	long	short	long_short	TRUE
NonamEVm005439	11.066440620881718	-2.7828185310757494	7.930707165335567e-4	0.002440369344159228	long	short	long_short	TRUE
NonamEVm011779	1322.9943699148707	1.1579184158298104	7.935252470593675e-4	0.0024410089663971096	long	short	long_short	TRUE
NonamEVm007828	56.94821180894153	1.6819517578758796	7.94180922925771e-4	0.002442266753658617	long	short	long_short	TRUE
NonamEVm007782	79.94833076672079	1.1939022386495284	7.962393939316572e-4	0.0024478362977159614	long	short	long_short	TRUE
NonamEVm000972	245.50193878813025	1.0283848593813394	7.969735417744482e-4	0.002449332350745323	long	short	long_short	TRUE
NonamEVm010219	72.92037774859516	1.3106740024012549	8.030723034716191e-4	0.0024673093806753003	long	short	long_short	TRUE
NonamEVm000920	105.82850747819762	-1.075643351760712	8.038168237647162e-4	0.0024688303190489235	long	short	long_short	TRUE
NonamEVm004493	193.09569624471817	1.1124705307375191	8.070472189518627e-4	0.002477983021640594	long	short	long_short	TRUE
NonamEVm009189	6.87592298433736	-3.2988815926646202	0.00080822619642789955	0.0024808332629809226	long	short	long_short	TRUE
NonamEVm009174	22.869483815289467	-1.7699812599799003	8.089009429443636e-4	0.0024821344903495886	long	short	long_short	TRUE
NonamEVm000878	659.7213159271431	-1.1126857432039072	8.105298106242478e-4	0.0024863617501356345	long	short	long_short	TRUE
NonamEVm005810	127.0880813583761	-1.3803548962917789	8.115034218291186e-4	0.0024885769638738637	long	short	long_short	TRUE
NonamEVm011782	426.8948584512089	1.139339014850765	8.139929911746833e-4	0.002495438240602437	long	short	long_short	TRUE
NonamEVm002191	22.527830164357777	-1.8971904655340996	8.191675483129436e-4	0.002509956939200126	long	short	long_short	TRUE
NonamEVm000327	144.40059767304558	-1.2631262443353755	8.197001164631562e-4	0.002509956939200126	long	short	long_short	TRUE
NonamEVm008761	108.6330784034771	1.1554217085184997	8.197146983611426e-4	0.002509956939200126	long	short	long_short	TRUE
NonamEVm003749	411.6239454787598	0.9716403585843504	8.197434142577615e-4	0.002509956939200126	long	short	long_short	TRUE
NonamEVm000773	19.05800207743946	-1.9458247513687297	8.215533411237731e-4	0.0025147206507147722	long	short	long_short	TRUE
NonamEVm006550	30.265800993242266	1.9291163251326588	8.230380531122763e-4	0.0025184862627084374	long	short	long_short	TRUE
NonamEVm003367	57.29823141457686	-1.2504423951774053	8.248106737931913e-4	0.002522848481594445	long	short	long_short	TRUE
NonamEVm007110	991.0469006618192	0.805310132630994	8.249734929708595e-4	0.002522848481594445	long	short	long_short	TRUE
NonamEVm002410	188.02096592783732	1.0772312742225714	8.262861761216745e-4	0.0025260821745134664	long	short	long_short	TRUE
NonamEVm001032	26.234657445078167	-1.6647215526163772	8.26946457606897e-4	0.0025273199952062547	long	short	long_short	TRUE
NonamEVm000732	1553.8694110709648	-1.0834441558360384	8.290514482495602e-4	0.002532971019412673	long	short	long_short	TRUE
NonamEVm012837	167.05644907383095	1.3174932030480608	8.35872555998343e-4	0.002553023090790001	long	short	long_short	TRUE
NonamEVm000147	305.5975595440211	-1.293730026718319	8.369954115443632e-4	0.0025556638669062075	long	short	long_short	TRUE
NonamEVm001981	43.03655176615859	-1.4124509192177035	8.377436545499504e-4	0.0025571595328273623	long	short	long_short	TRUE
NonamEVm000704	104.76641481312622	-1.352304573063189	8.418864283445723e-4	0.0025690126718772395	long	short	long_short	TRUE
NonamEVm006339	379.13023201771466	0.8721871008061778	8.433494234313476e-4	0.0025726836912073415	long	short	long_short	TRUE
NonamEVm010043	500.60833246665214	1.2577380884177858	8.462064166147365e-4	0.002580603605183184	long	short	long_short	TRUE
NonamEVm007559	426.17697022593995	-0.8202948934431161	8.482636932427482e-4	0.0025860805632563883	long	short	long_short	TRUE
NonamEVm001065	79.88670746385975	-1.1528921141189516	8.534189280964421e-4	0.002600995907743268	long	short	long_short	TRUE
NonamEVm007906	496.81818095918214	1.0308030252541307	8.541766720328328e-4	0.0026025038012428923	long	short	long_short	TRUE
NonamEVm005493	170.67515579521736	0.9342214204413936	8.575812133113e-4	0.0026120725413753846	long	short	long_short	TRUE
NonamEVm005490	32.344282543376224	-1.5288716241545772	8.588369269411913e-4	0.0026150923781569323	long	short	long_short	TRUE
NonamEVm010176	462.8041569660947	1.1570475101960505	8.593205515752666e-4	0.0026157601286954284	long	short	long_short	TRUE
NonamEVm008944	280.3220157731881	1.2795632634615817	8.605944052545786e-4	0.00261874395284247	long	short	long_short	TRUE
NonamEVm008257	321.1204742890126	1.1182026200425843	8.608300402785524e-4	0.00261874395284247	long	short	long_short	TRUE
NonamEVm006532	521.2142699723154	1.0398010344906843	8.621036298501186e-4	0.002621812391209826	long	short	long_short	TRUE
NonamEVm002689	203.15913968051444	1.1118241553542756	8.627729387473028e-4	0.002623041782440341	long	short	long_short	TRUE
NonamEVm002653	461.42140962550434	1.0402745341869728	8.65713069812564e-4	0.0026311721556711094	long	short	long_short	TRUE
NonamEVm012376	172.73012317178475	1.3566321656546936	8.681340137311922e-4	0.0026377200490893082	long	short	long_short	TRUE
NonamEVm010603	5.168868969762321	-4.917805107958294	8.698338800652521e-4	0.0026420736884977696	long	short	long_short	TRUE
NonamEVm007896	341.9464842353913	1.1805403013267703	8.756376201270369e-4	0.0026588861272712973	long	short	long_short	TRUE
NonamEVm001168	163.866055019711	-1.2232749511568706	8.769175313933823e-4	0.002661955794683715	long	short	long_short	TRUE
NonamEVm005050	477.1239317758772	1.0994090095382014	8.80544168675473e-4	0.0026721450761154498	long	short	long_short	TRUE
NonamEVm003011	23.910069053143335	-1.9760342983660366	8.861744750175116e-4	0.0026884066844798573	long	short	long_short	TRUE
NonamEVm005350	13.001285938065312	-2.307081322384127	8.971535052827693e-4	0.0027208798922090977	long	short	long_short	TRUE
NonamEVm002807	25.90199972548152	-1.721339971476426	8.992284134738584e-4	0.002726337126145007	long	short	long_short	TRUE
NonamEVm012133	2632.923279269628	1.0656688467547846	9.041087066481141e-4	0.0027402939543613282	long	short	long_short	TRUE
NonamEVm008331	4.139150981007111	-5.365297506249692	9.053741133836282e-4	0.0027432891077906877	long	short	long_short	TRUE
NonamEVm001093	111.40193137629699	1.0900420079253963	9.071053282889623e-4	0.002747693397229131	long	short	long_short	TRUE
NonamEVm009701	40.20355681714523	1.8205737593599454	9.093717785316282e-4	0.002753715765100671	long	short	long_short	TRUE
NonamEVm010568	110.69809838461802	1.361696124538902	9.118390798297931e-4	0.002760342469867125	long	short	long_short	TRUE
NonamEVm007215	946.4541124323505	1.1571428378854238	9.127311469796736e-4	0.0027621979909819116	long	short	long_short	TRUE
NonamEVm003365	77.68184304273308	-1.706730953646294	9.147127954610549e-4	0.0027673487691478446	long	short	long_short	TRUE
NonamEVm003044	12.935679130611994	-2.4637784027114713	9.16070500309251e-4	0.0027706093126712555	long	short	long_short	TRUE
NonamEVm002626	877.460084157691	0.9968304029252182	9.193046459584931e-4	0.002779541331012908	long	short	long_short	TRUE
NonamEVm001239	400.5948174285486	-1.0898007056333365	9.203878100471284e-4	0.0027819663311626094	long	short	long_short	TRUE
NonamEVm004746	1919.4772480628249	-0.9025625047780313	9.236988611243275e-4	0.0027911218105912505	long	short	long_short	TRUE
NonamEVm007348	177.24482288179595	1.3526417718487056	9.251512408817387e-4	0.002794657106155582	long	short	long_short	TRUE
NonamEVm009211	655.2400558259731	1.2444736311983702	9.295264349006811e-4	0.002807016661512707	long	short	long_short	TRUE
NonamEVm008429	425.32065756109796	1.1712191440630713	9.313022119680791e-4	0.0028115212598035723	long	short	long_short	TRUE
NonamEVm010342	231.0555791716773	1.1894188302038353	9.326570238302622e-4	0.0028147526403855673	long	short	long_short	TRUE
NonamEVm003410	675.1876084812093	0.8860731939890203	9.34490571834409e-4	0.0028194264325833267	long	short	long_short	TRUE
NonamEVm009919	37.2024208152923	1.7861248581681188	9.354507189802663e-4	0.002821463064623199	long	short	long_short	TRUE
NonamEVm008265	29.806445265566516	-1.5136006987922996	9.357747473981318e-4	0.002821580408364385	long	short	long_short	TRUE
NonamEVm010071	158.47752094905155	1.2851582820770517	9.365077881948646e-4	0.0028229305732489734	long	short	long_short	TRUE
NonamEVm009731	124.2156373306433	1.2657940431188563	9.382782297028111e-4	0.0028248254825491387	long	short	long_short	TRUE
NonamEVm012123	206.08172145196548	1.1789855218494811	9.374666013520926e-4	0.0028248254825491387	long	short	long_short	TRUE
NonamEVm006676	261.1966852412239	1.1550520290771242	9.377649905627793e-4	0.0028248254825491387	long	short	long_short	TRUE
NonamEVm009468	704.466647194725	0.8435257960063682	9.3810462427081e-4	0.0028248254825491387	long	short	long_short	TRUE
NonamEVm001437	355.21793594748345	0.8169974231671597	9.391462661792446e-4	0.002826578908184247	long	short	long_short	TRUE
NonamEVm010396	81.11348984551455	1.5012810407708124	9.446596631656829e-4	0.002842308308509455	long	short	long_short	TRUE
NonamEVm001131	732.4334573389287	-1.3918740862066075	9.459331376021638e-4	0.0028452748722525875	long	short	long_short	TRUE
NonamEVm000420	27.190956543928685	-1.7782912505513044	9.478945091682605e-4	0.002849442303380652	long	short	long_short	TRUE
NonamEVm004337	307.7538668205855	0.8530269088965826	9.476208967643184e-4	0.002849442303380652	long	short	long_short	TRUE
NonamEVm003695	9.062130383917719	-2.97334756553209	9.512067602544927e-4	0.002858530853166857	long	short	long_short	TRUE
NonamEVm011711	2.9211625052752996	-5.874713670808992	9.590082391954139e-4	0.0028808267384577394	long	short	long_short	TRUE
NonamEVm004125	11.124498685584081	3.596160908442442	9.592081753454175e-4	0.0028808267384577394	long	short	long_short	TRUE
NonamEVm006470	199.01425890628673	1.2097391347030868	9.642141985351943e-4	0.0028949829213301827	long	short	long_short	TRUE
NonamEVm004319	263.54926918241125	0.9025170971653996	9.656509245790637e-4	0.0028984172125066467	long	short	long_short	TRUE
NonamEVm002739	32.480083551572946	-1.755664176250992	9.710917735673522e-4	0.002913864218078386	long	short	long_short	TRUE
NonamEVm006719	2857.2377738321625	1.0873481380483498	9.730718649100631e-4	0.002918920635086385	long	short	long_short	TRUE
NonamEVm013465	338.84377638305597	1.4208307520561794	9.743096638804617e-4	0.002921748010230621	long	short	long_short	TRUE
NonamEVm000072	242.71133408728195	-1.1472298955431015	9.782912173604097e-4	0.0029327991175397195	long	short	long_short	TRUE
NonamEVm009230	127.18355489636758	1.2148487201277363	9.78841799548135e-4	0.002933561007973454	long	short	long_short	TRUE
NonamEVm013008	8.599430329921756	4.649281827015133	9.816260426317636e-4	0.0029401244908849673	long	short	long_short	TRUE
NonamEVm002836	7.042094202273357	-3.572682985974171	9.813786137180245e-4	0.0029401244908849673	long	short	long_short	TRUE
NonamEVm004618	21.231093786579994	-2.0642238259006285	9.83156163966653e-4	0.002943816459489863	long	short	long_short	TRUE
NonamEVm004126	364.2064421150203	0.8150037537500968	9.857396545492e-4	0.0029506592926251914	long	short	long_short	TRUE
NonamEVm010753	10.979836605933613	-2.5813776817412966	9.8713351547979e-4	0.002953938091680678	long	short	long_short	TRUE
NonamEVm007298	15.83511836499435	-3.304632538790102	9.884831977910083e-4	0.002957082746475156	long	short	long_short	TRUE
NonamEVm000323	129.98115656880435	-1.2401873351254098	9.913868247002965e-4	0.002964872776438239	long	short	long_short	TRUE
NonamEVm008756	108.5704767589048	1.4108995660516652	9.929648139172876e-4	0.002968694803179903	long	short	long_short	TRUE
NonamEVm002355	1714.5092713840572	-0.9200614198628952	9.964825842538215e-4	0.0029783121877909446	long	short	long_short	TRUE
