term	gene	description	ontology
GO:0000118	NonamEVm010314	histone deacetylase complex	CC
GO:0000118	NonamEVm011026	histone deacetylase complex	CC
GO:0000118	NonamEVm001936	histone deacetylase complex	CC
GO:0000118	NonamEVm006762	histone deacetylase complex	CC
GO:0000118	NonamEVm000973	histone deacetylase complex	CC
GO:0000118	NonamEVm001905	histone deacetylase complex	CC
GO:0000118	NonamEVm008268	histone deacetylase complex	CC
GO:0000118	NonamEVm002457	histone deacetylase complex	CC
GO:0000118	NonamEVm004923	histone deacetylase complex	CC
GO:0000118	NonamEVm002129	histone deacetylase complex	CC
GO:0000118	NonamEVm000526	histone deacetylase complex	CC
GO:0000118	NonamEVm001830	histone deacetylase complex	CC
GO:0000118	NonamEVm004310	histone deacetylase complex	CC
GO:0000122	NonamEVm003401	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001450	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001844	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004287	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005891	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000678	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004105	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003357	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001825	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001676	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002384	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000115	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002136	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004191	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001730	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008583	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003391	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007065	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009670	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm010008	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008245	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm013055	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005923	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004744	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004390	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm011497	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009434	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007852	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008563	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007558	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005742	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007831	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000890	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003019	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004513	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000511	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005827	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003266	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003147	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005899	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008143	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001159	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006612	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002775	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006109	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003018	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007947	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm011645	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm010460	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004509	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm012759	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003381	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001571	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005659	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007617	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005215	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007897	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001749	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003050	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002528	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005728	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009423	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004620	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006795	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005328	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002308	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004183	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009919	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001900	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm010504	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005521	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001932	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007936	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000833	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm011026	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007566	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009239	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008512	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003933	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006075	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008173	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005026	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009687	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003229	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008191	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007314	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002221	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006019	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008827	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm012927	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008857	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007511	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002936	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007882	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005915	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003377	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008382	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006457	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000293	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004923	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm010692	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008940	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005914	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009053	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000595	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007926	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003255	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008034	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007349	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000443	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003841	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005888	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm003182	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm002543	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006901	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008273	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004482	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm008487	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001141	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm000779	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm005544	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001091	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007579	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm001830	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm006377	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm009751	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm004310	negative regulation of transcription by RNA polymerase II	BP
GO:0000122	NonamEVm007083	negative regulation of transcription by RNA polymerase II	BP
GO:0000123	NonamEVm000121	histone acetyltransferase complex	CC
GO:0000123	NonamEVm011825	histone acetyltransferase complex	CC
GO:0000123	NonamEVm003265	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004897	histone acetyltransferase complex	CC
GO:0000123	NonamEVm002797	histone acetyltransferase complex	CC
GO:0000123	NonamEVm010876	histone acetyltransferase complex	CC
GO:0000123	NonamEVm013192	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000710	histone acetyltransferase complex	CC
GO:0000123	NonamEVm002414	histone acetyltransferase complex	CC
GO:0000123	NonamEVm005824	histone acetyltransferase complex	CC
GO:0000123	NonamEVm006773	histone acetyltransferase complex	CC
GO:0000123	NonamEVm010327	histone acetyltransferase complex	CC
GO:0000123	NonamEVm001061	histone acetyltransferase complex	CC
GO:0000123	NonamEVm003652	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004992	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004078	histone acetyltransferase complex	CC
GO:0000123	NonamEVm007203	histone acetyltransferase complex	CC
GO:0000123	NonamEVm005832	histone acetyltransferase complex	CC
GO:0000123	NonamEVm005731	histone acetyltransferase complex	CC
GO:0000123	NonamEVm009562	histone acetyltransferase complex	CC
GO:0000123	NonamEVm010340	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004756	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004442	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004029	histone acetyltransferase complex	CC
GO:0000123	NonamEVm006903	histone acetyltransferase complex	CC
GO:0000123	NonamEVm008756	histone acetyltransferase complex	CC
GO:0000123	NonamEVm008036	histone acetyltransferase complex	CC
GO:0000123	NonamEVm007352	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000192	histone acetyltransferase complex	CC
GO:0000123	NonamEVm007541	histone acetyltransferase complex	CC
GO:0000123	NonamEVm001859	histone acetyltransferase complex	CC
GO:0000123	NonamEVm006212	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004943	histone acetyltransferase complex	CC
GO:0000123	NonamEVm012048	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000894	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004673	histone acetyltransferase complex	CC
GO:0000123	NonamEVm007486	histone acetyltransferase complex	CC
GO:0000123	NonamEVm011146	histone acetyltransferase complex	CC
GO:0000123	NonamEVm009117	histone acetyltransferase complex	CC
GO:0000123	NonamEVm002160	histone acetyltransferase complex	CC
GO:0000123	NonamEVm008378	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000034	histone acetyltransferase complex	CC
GO:0000123	NonamEVm006589	histone acetyltransferase complex	CC
GO:0000123	NonamEVm005100	histone acetyltransferase complex	CC
GO:0000123	NonamEVm002312	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000750	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004243	histone acetyltransferase complex	CC
GO:0000123	NonamEVm005399	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004416	histone acetyltransferase complex	CC
GO:0000123	NonamEVm000090	histone acetyltransferase complex	CC
GO:0000123	NonamEVm010692	histone acetyltransferase complex	CC
GO:0000123	NonamEVm013028	histone acetyltransferase complex	CC
GO:0000123	NonamEVm004888	histone acetyltransferase complex	CC
GO:0000123	NonamEVm001994	histone acetyltransferase complex	CC
GO:0000123	NonamEVm001830	histone acetyltransferase complex	CC
GO:0000124	NonamEVm011825	SAGA complex	CC
GO:0000124	NonamEVm003265	SAGA complex	CC
GO:0000124	NonamEVm002797	SAGA complex	CC
GO:0000124	NonamEVm006773	SAGA complex	CC
GO:0000124	NonamEVm004992	SAGA complex	CC
GO:0000124	NonamEVm009562	SAGA complex	CC
GO:0000124	NonamEVm010340	SAGA complex	CC
GO:0000124	NonamEVm008036	SAGA complex	CC
GO:0000124	NonamEVm007352	SAGA complex	CC
GO:0000124	NonamEVm007541	SAGA complex	CC
GO:0000124	NonamEVm001859	SAGA complex	CC
GO:0000124	NonamEVm009117	SAGA complex	CC
GO:0000124	NonamEVm002160	SAGA complex	CC
GO:0000124	NonamEVm008378	SAGA complex	CC
GO:0000124	NonamEVm000034	SAGA complex	CC
GO:0000124	NonamEVm002312	SAGA complex	CC
GO:0000124	NonamEVm004243	SAGA complex	CC
GO:0000126	NonamEVm002540	transcription factor TFIIIB complex	CC
GO:0000132	NonamEVm002760	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm011746	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm001205	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm005832	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm000072	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm011836	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm009176	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm002885	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm008472	establishment of mitotic spindle orientation	BP
GO:0000132	NonamEVm005225	establishment of mitotic spindle orientation	BP
GO:0000137	NonamEVm006084	Golgi cis cisterna	CC
GO:0000137	NonamEVm000673	Golgi cis cisterna	CC
GO:0000137	NonamEVm000133	Golgi cis cisterna	CC
GO:0000137	NonamEVm000224	Golgi cis cisterna	CC
GO:0000137	NonamEVm001396	Golgi cis cisterna	CC
GO:0000138	NonamEVm000673	Golgi trans cisterna	CC
GO:0000138	NonamEVm005730	Golgi trans cisterna	CC
GO:0000138	NonamEVm004411	Golgi trans cisterna	CC
GO:0000139	NonamEVm006862	Golgi membrane	CC
GO:0000139	NonamEVm000474	Golgi membrane	CC
GO:0000139	NonamEVm004041	Golgi membrane	CC
GO:0000139	NonamEVm009289	Golgi membrane	CC
GO:0000139	NonamEVm004774	Golgi membrane	CC
GO:0000139	NonamEVm000661	Golgi membrane	CC
GO:0000139	NonamEVm006963	Golgi membrane	CC
GO:0000139	NonamEVm005729	Golgi membrane	CC
GO:0000139	NonamEVm011043	Golgi membrane	CC
GO:0000139	NonamEVm006084	Golgi membrane	CC
GO:0000139	NonamEVm000842	Golgi membrane	CC
GO:0000139	NonamEVm011746	Golgi membrane	CC
GO:0000139	NonamEVm001427	Golgi membrane	CC
GO:0000139	NonamEVm009407	Golgi membrane	CC
GO:0000139	NonamEVm001273	Golgi membrane	CC
GO:0000139	NonamEVm000673	Golgi membrane	CC
GO:0000139	NonamEVm001583	Golgi membrane	CC
GO:0000139	NonamEVm004930	Golgi membrane	CC
